chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id	background_index	exp_id	orientation	flank_bp	spacer_bp
chr7	131553559	131553578	131550000-131560000	801.0	-	0.0484431729563444	5.198415336679908	522	7	11022	<>	30	60
chr7	131552186	131552205	131550000-131560000	808.0	-	0.0484431729563444	2.599207668339954	523	7	11023	<>	30	60
chr7	133110241	133110260	133110000-133120000	811.0	+	0.0484431729563444	2.599207668339954	524	7	11024	<>	30	60
chr7	131553029	131553048	131550000-131560000	835.0	+	0.0484431729563444	2.599207668339954	525	7	11025	<>	30	60
chr7	133112099	133112118	133110000-133120000	802.0	-	0.0484431729563444	2.599207668339954	526	7	11026	<>	30	60
chr7	133118732	133118751	133110000-133120000	830.0	+	0.0484431729563444	2.599207668339954	527	7	11027	<>	30	60
chr7	133114581	133114600	133110000-133120000	866.0	-	0.0484431729563444	2.599207668339954	528	7	11028	<>	30	60
chr7	131555560	131555579	131550000-131560000	828.0	+	0.0484431729563444	2.599207668339954	529	7	11029	<>	30	60
chr7	131553029	131553048	131550000-131560000	835.0	+	0.0484431729563444	5.198415336679908	530	7	11030	<>	30	60
chr7	133111071	133111090	133110000-133120000	807.0	-	0.0484431729563444	2.599207668339954	531	7	11031	<>	30	60
chr7	131553559	131553578	131550000-131560000	801.0	-	0.0484431729563444	2.599207668339954	532	7	11032	<>	30	60
chr7	131555560	131555579	131550000-131560000	828.0	+	0.0484431729563444	5.198415336679908	533	7	11033	<>	30	60
chr7	131550280	131550299	131550000-131560000	805.0	+	0.0484431729563444	2.599207668339954	534	7	11034	<>	30	60
chr16	79168370	79168389	79160000-79170000	966.0	+	0.0484120281292135	2.599207668339954	535	7	11035	<>	30	60
chr16	79847336	79847355	79840000-79850000	821.0	+	0.0484120281292135	2.599207668339954	536	7	11036	<>	30	60
chr6	51152128	51152147	51150000-51160000	847.0	+	0.0483906452142094	2.111212657236631	537	7	11037	<>	30	60
chr6	50942002	50942021	50940000-50950000	800.0	-	0.0483906452142094	2.111212657236631	538	7	11038	<>	30	60
chr6	50945322	50945341	50940000-50950000	828.0	-	0.0483906452142094	2.111212657236631	539	7	11039	<>	30	60
chr6	50945871	50945890	50940000-50950000	819.0	+	0.0483906452142094	2.111212657236631	540	7	11040	<>	30	60
chr6	41617328	41617347	41610000-41620000	839.0	-	0.0483906452142094	2.599207668339954	541	7	11041	<>	30	60
chr6	41618590	41618609	41610000-41620000	808.0	+	0.0483906452142094	2.599207668339954	542	7	11042	<>	30	60
chr6	51154216	51154235	51150000-51160000	827.0	+	0.0483906452142094	2.111212657236631	543	7	11043	<>	30	60
chr6	41617831	41617850	41610000-41620000	861.0	-	0.0483906452142094	2.599207668339954	544	7	11044	<>	30	60
chr6	41616109	41616128	41610000-41620000	812.0	+	0.0483906452142094	2.599207668339954	545	7	11045	<>	30	60
chr6	51152967	51152986	51150000-51160000	833.0	+	0.0483906452142094	2.111212657236631	546	7	11046	<>	30	60
chr6	42185988	42186007	42180000-42190000	816.0	+	0.0483906452142094	2.599207668339954	547	7	11047	<>	30	60
chr6	42186390	42186409	42180000-42190000	806.0	+	0.0483906452142094	2.599207668339954	548	7	11048	<>	30	60
chr6	50949625	50949644	50940000-50950000	828.0	+	0.0483906452142094	2.111212657236631	549	7	11049	<>	30	60
chr2	100424952	100424971	100420000-100430000	822.0	+	0.0483733986618827	2.111212657236631	550	7	11050	<>	30	60
chr7	57483139	57483158	57480000-57490000	887.0	-	0.048363366337241	2.111212657236631	551	7	11051	<>	30	60
chr14	62496319	62496338	62490000-62500000	801.0	-	0.0483119311253097	2.111212657236631	552	7	11052	<>	30	60
chr14	62490356	62490375	62490000-62500000	808.0	-	0.0483119311253097	2.111212657236631	553	7	11053	<>	30	60
chr14	62490231	62490250	62490000-62500000	805.0	-	0.0483119311253097	2.111212657236631	554	7	11054	<>	30	60
chr12	61822269	61822288	61820000-61830000	803.0	-	0.0483044865033384	3.6758347359905126	555	7	11055	<>	30	60
chr12	72458168	72458187	72450000-72460000	806.0	+	0.0483044865033384	2.111212657236631	556	7	11056	<>	30	60
chr12	72970836	72970855	72970000-72980000	837.0	-	0.0483044865033384	2.111212657236631	557	7	11057	<>	30	60
chr12	72973305	72973324	72970000-72980000	896.0	-	0.0483044865033384	2.111212657236631	558	7	11058	<>	30	60
chr12	72976067	72976086	72970000-72980000	849.0	-	0.0483044865033384	2.111212657236631	559	7	11059	<>	30	60
chr12	72976902	72976921	72970000-72980000	847.0	-	0.0483044865033384	2.111212657236631	560	7	11060	<>	30	60
chr1	97809683	97809702	97800000-97810000	892.0	+	0.0483019023156992	2.599207668339954	561	7	11061	<>	30	60
chr1	97802732	97802751	97800000-97810000	866.0	-	0.0483019023156992	2.599207668339954	562	7	11062	<>	30	60
chr1	98523758	98523777	98520000-98530000	852.0	-	0.0483019023156992	2.599207668339954	563	7	11063	<>	30	60
chr16	17877288	17877307	17870000-17880000	833.0	-	0.0482534479492045	3.2	564	7	11064	<>	30	60
chr16	18200968	18200987	18200000-18210000	805.0	+	0.0482534479492045	3.2	565	7	11065	<>	30	60
chr16	17874864	17874883	17870000-17880000	814.0	+	0.0482534479492045	3.2	566	7	11066	<>	30	60
chr16	18204895	18204914	18200000-18210000	800.0	+	0.0482534479492045	3.2	567	7	11067	<>	30	60
chr16	18209839	18209858	18200000-18210000	824.0	-	0.0482534479492045	3.2	568	7	11068	<>	30	60
chr6	35380049	35380068	35380000-35390000	889.0	+	0.0482435962346102	2.111212657236631	569	7	11069	<>	30	60
chr6	35381906	35381925	35380000-35390000	812.0	-	0.0482435962346102	2.111212657236631	570	7	11070	<>	30	60
chr6	35381139	35381158	35380000-35390000	926.0	+	0.0482435962346102	2.111212657236631	571	7	11071	<>	30	60
chr6	36249275	36249294	36240000-36250000	905.0	-	0.0482435962346102	2.111212657236631	572	7	11072	<>	30	60
chr6	36241465	36241484	36240000-36250000	849.0	-	0.0482435962346102	2.111212657236631	573	7	11073	<>	30	60
chr9	68016703	68016722	68010000-68020000	809.0	+	0.0482373759793702	2.599207668339954	574	7	11074	<>	30	60
chr9	64334412	64334431	64330000-64340000	856.0	-	0.0482373759793702	2.599207668339954	575	7	11075	<>	30	60
chr9	68017502	68017521	68010000-68020000	823.0	-	0.0482373759793702	2.599207668339954	576	7	11076	<>	30	60
chr9	61020126	61020145	61020000-61030000	855.0	+	0.0482373759793702	3.2	577	7	11077	<>	30	60
chr9	64331859	64331878	64330000-64340000	833.0	-	0.0482373759793702	2.599207668339954	578	7	11078	<>	30	60
chr9	65603909	65603928	65600000-65610000	930.0	+	0.0482373759793702	2.111212657236631	579	7	11079	<>	30	60
chr9	65605624	65605643	65600000-65610000	943.0	+	0.0482373759793702	2.111212657236631	580	7	11080	<>	30	60
chr9	61024879	61024898	61020000-61030000	895.0	+	0.0482373759793702	3.2	581	7	11081	<>	30	60
chr9	64760695	64760714	64760000-64770000	836.0	+	0.0482373759793702	2.599207668339954	582	7	11082	<>	30	60
chr9	64769686	64769705	64760000-64770000	804.0	+	0.0482373759793702	2.599207668339954	583	7	11083	<>	30	60
chr9	65755037	65755056	65750000-65760000	812.0	+	0.0482373759793702	2.111212657236631	584	7	11084	<>	30	60
chr9	68019029	68019048	68010000-68020000	800.0	+	0.0482373759793702	2.599207668339954	585	7	11085	<>	30	60
chr9	71646265	71646284	71640000-71650000	916.0	+	0.0482373759793702	3.2	586	7	11086	<>	30	60
chr9	68015252	68015271	68010000-68020000	878.0	+	0.0482373759793702	2.599207668339954	587	7	11087	<>	30	60
chr9	61022546	61022565	61020000-61030000	816.0	+	0.0482373759793702	3.2	588	7	11088	<>	30	60
chr9	72218516	72218535	72210000-72220000	810.0	+	0.0482373759793702	3.2	589	7	11089	<>	30	60
chr9	61022111	61022130	61020000-61030000	806.0	-	0.0482373759793702	3.2	590	7	11090	<>	30	60
chr9	69308912	69308931	69300000-69310000	811.0	-	0.0482373759793702	2.599207668339954	591	7	11091	<>	30	60
chr9	68015921	68015940	68010000-68020000	800.0	+	0.0482373759793702	2.599207668339954	592	7	11092	<>	30	60
chr19	42314173	42314192	42310000-42320000	807.0	+	0.048235667056205	2.111212657236631	593	7	11093	<>	30	60
chr19	42314825	42314844	42310000-42320000	815.0	-	0.048235667056205	2.111212657236631	594	7	11094	<>	30	60
chr19	42313440	42313459	42310000-42320000	805.0	-	0.048235667056205	2.111212657236631	595	7	11095	<>	30	60
chr19	42316110	42316129	42310000-42320000	946.0	+	0.048235667056205	2.111212657236631	596	7	11096	<>	30	60
chr19	42313273	42313292	42310000-42320000	805.0	-	0.048235667056205	2.111212657236631	597	7	11097	<>	30	60
chr19	42316369	42316388	42310000-42320000	802.0	+	0.048235667056205	2.111212657236631	598	7	11098	<>	30	60
chr7	73398408	73398427	73390000-73400000	822.0	+	0.0482189568424747	3.2	599	7	11099	<>	30	60
chr7	72996058	72996077	72990000-73000000	800.0	-	0.0482189568424747	3.2	600	7	11100	<>	30	60
chr7	72997692	72997711	72990000-73000000	864.0	-	0.0482189568424747	3.2	601	7	11101	<>	30	60
chr7	73399860	73399879	73390000-73400000	800.0	+	0.0482189568424747	3.2	602	7	11102	<>	30	60
chr7	72992971	72992990	72990000-73000000	828.0	+	0.0482189568424747	3.2	603	7	11103	<>	30	60
chr1	176865712	176865731	176860000-176870000	802.0	+	0.0482127683228542	2.599207668339954	604	7	11104	<>	30	60
chr1	176862330	176862349	176860000-176870000	892.0	-	0.0482127683228542	2.599207668339954	605	7	11105	<>	30	60
chr1	175936616	175936635	175930000-175940000	871.0	+	0.0482127683228542	2.599207668339954	606	7	11106	<>	30	60
chr1	176869315	176869334	176860000-176870000	857.0	+	0.0482127683228542	2.599207668339954	607	7	11107	<>	30	60
chr1	175934071	175934090	175930000-175940000	804.0	-	0.0482127683228542	2.599207668339954	608	7	11108	<>	30	60
chr1	175938783	175938802	175930000-175940000	803.0	-	0.0482127683228542	2.599207668339954	609	7	11109	<>	30	60
chr7	18803171	18803190	18800000-18810000	832.0	+	0.0481649202394233	2.111212657236631	610	7	11110	<>	30	60
chr7	18226029	18226048	18220000-18230000	853.0	+	0.0481649202394233	2.111212657236631	611	7	11111	<>	30	60
chr8	44977084	44977103	44970000-44980000	808.0	-	0.0481533195542148	2.111212657236631	612	7	11112	<>	30	60
chr8	44976759	44976778	44970000-44980000	831.0	-	0.0481533195542148	2.111212657236631	613	7	11113	<>	30	60
chr8	44973375	44973394	44970000-44980000	860.0	+	0.0481533195542148	2.111212657236631	614	7	11114	<>	30	60
chr10	9743390	9743409	9740000-9750000	842.0	-	0.0481222791838653	2.111212657236631	615	7	11115	<>	30	60
chr19	8695559	8695578	8690000-8700000	913.0	+	0.0481123462327418	2.599207668339954	616	7	11116	<>	30	60
chr19	8690673	8690692	8690000-8700000	804.0	+	0.0481123462327418	2.599207668339954	617	7	11117	<>	30	60
chr19	8692041	8692060	8690000-8700000	868.0	-	0.0481123462327418	2.599207668339954	618	7	11118	<>	30	60
chr19	13817766	13817785	13810000-13820000	870.0	-	0.0481123462327418	2.111212657236631	619	7	11119	<>	30	60
chr19	13819037	13819056	13810000-13820000	920.0	-	0.0481123462327418	2.111212657236631	620	7	11120	<>	30	60
chr4	40050710	40050729	40050000-40060000	800.0	-	0.0481082722893356	2.111212657236631	621	7	11121	<>	30	60
chr18	75920362	75920381	75920000-75930000	803.0	+	0.0480964527184028	2.111212657236631	622	7	11122	<>	30	60
chr18	76552724	76552743	76550000-76560000	846.0	-	0.0480964527184028	2.599207668339954	623	7	11123	<>	30	60
chr18	76146566	76146585	76140000-76150000	802.0	-	0.0480964527184028	2.111212657236631	624	7	11124	<>	30	60
chr18	75920906	75920925	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	625	7	11125	<>	30	60
chr18	76147109	76147128	76140000-76150000	828.0	-	0.0480964527184028	2.111212657236631	626	7	11126	<>	30	60
chr18	76389293	76389312	76380000-76390000	800.0	+	0.0480964527184028	2.599207668339954	627	7	11127	<>	30	60
chr18	76388671	76388690	76380000-76390000	822.0	+	0.0480964527184028	2.599207668339954	628	7	11128	<>	30	60
chr18	76383907	76383926	76380000-76390000	824.0	+	0.0480964527184028	2.599207668339954	629	7	11129	<>	30	60
chr18	76148048	76148067	76140000-76150000	810.0	+	0.0480964527184028	2.111212657236631	630	7	11130	<>	30	60
chr18	75921975	75921994	75920000-75930000	859.0	-	0.0480964527184028	2.111212657236631	631	7	11131	<>	30	60
chr18	76380265	76380284	76380000-76390000	874.0	+	0.0480964527184028	2.599207668339954	632	7	11132	<>	30	60
chr18	76381942	76381961	76380000-76390000	808.0	+	0.0480964527184028	2.599207668339954	633	7	11133	<>	30	60
chr18	76380521	76380540	76380000-76390000	812.0	+	0.0480964527184028	2.599207668339954	634	7	11134	<>	30	60
chr18	76551729	76551748	76550000-76560000	912.0	-	0.0480964527184028	2.599207668339954	635	7	11135	<>	30	60
chr18	75926755	75926774	75920000-75930000	805.0	-	0.0480964527184028	2.111212657236631	636	7	11136	<>	30	60
chr18	76557159	76557178	76550000-76560000	802.0	-	0.0480964527184028	2.599207668339954	637	7	11137	<>	30	60
chr18	75922365	75922384	75920000-75930000	809.0	-	0.0480964527184028	2.111212657236631	638	7	11138	<>	30	60
chr4	114906188	114906207	114900000-114910000	838.0	-	0.048078430794312	2.599207668339954	639	7	11139	<>	30	60
chr4	114406739	114406758	114400000-114410000	831.0	+	0.048078430794312	2.599207668339954	640	7	11140	<>	30	60
chr4	114901429	114901448	114900000-114910000	889.0	-	0.048078430794312	2.599207668339954	641	7	11141	<>	30	60
chr4	114905601	114905620	114900000-114910000	801.0	-	0.048078430794312	2.599207668339954	642	7	11142	<>	30	60
chr4	114908988	114909007	114900000-114910000	926.0	-	0.048078430794312	2.599207668339954	643	7	11143	<>	30	60
chr4	114405812	114405831	114400000-114410000	850.0	-	0.048078430794312	2.599207668339954	644	7	11144	<>	30	60
chr1	183238131	183238150	183230000-183240000	862.0	-	0.0480777958376017	2.599207668339954	645	7	11145	<>	30	60
chr1	183235769	183235788	183230000-183240000	819.0	-	0.0480777958376017	2.599207668339954	646	7	11146	<>	30	60
chr1	182157318	182157337	182150000-182160000	845.0	+	0.0480777958376017	2.599207668339954	647	7	11147	<>	30	60
chr1	100550382	100550401	100550000-100560000	804.0	+	0.0480767910068462	3.2	648	7	11148	<>	30	60
chr8	121222825	121222844	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	649	7	11149	<>	30	60
chr8	121119845	121119864	121110000-121120000	849.0	+	0.0480668857226349	2.111212657236631	650	7	11150	<>	30	60
chr8	124362202	124362221	124360000-124370000	836.0	-	0.0480668857226349	2.111212657236631	651	7	11151	<>	30	60
chr8	121220531	121220550	121220000-121230000	824.0	-	0.0480668857226349	2.111212657236631	652	7	11152	<>	30	60
chr8	123643503	123643522	123640000-123650000	800.0	-	0.0480668857226349	2.111212657236631	653	7	11153	<>	30	60
chr8	121117790	121117809	121110000-121120000	809.0	-	0.0480668857226349	2.111212657236631	654	7	11154	<>	30	60
chr8	121227859	121227878	121220000-121230000	817.0	-	0.0480668857226349	2.111212657236631	655	7	11155	<>	30	60
chr8	123643129	123643148	123640000-123650000	807.0	-	0.0480668857226349	2.111212657236631	656	7	11156	<>	30	60
chr8	121224367	121224386	121220000-121230000	823.0	-	0.0480668857226349	2.111212657236631	657	7	11157	<>	30	60
chr8	121225055	121225074	121220000-121230000	801.0	-	0.0480668857226349	2.111212657236631	658	7	11158	<>	30	60
chr8	121226090	121226109	121220000-121230000	840.0	+	0.0480668857226349	2.111212657236631	659	7	11159	<>	30	60
chr8	121113507	121113526	121110000-121120000	912.0	+	0.0480668857226349	2.111212657236631	660	7	11160	<>	30	60
chr8	121228622	121228641	121220000-121230000	811.0	+	0.0480668857226349	2.111212657236631	661	7	11161	<>	30	60
chr8	121229087	121229106	121220000-121230000	871.0	-	0.0480668857226349	2.111212657236631	662	7	11162	<>	30	60
chr8	121113416	121113435	121110000-121120000	896.0	+	0.0480668857226349	2.111212657236631	663	7	11163	<>	30	60
chr8	123643955	123643974	123640000-123650000	920.0	+	0.0480668857226349	2.111212657236631	664	7	11164	<>	30	60
chr8	124366009	124366028	124360000-124370000	814.0	-	0.0480668857226349	2.111212657236631	665	7	11165	<>	30	60
chr8	124362812	124362831	124360000-124370000	800.0	-	0.0480668857226349	2.111212657236631	666	7	11166	<>	30	60
chr8	121116110	121116129	121110000-121120000	850.0	+	0.0480668857226349	2.111212657236631	667	7	11167	<>	30	60
chr8	121113656	121113675	121110000-121120000	805.0	-	0.0480668857226349	2.111212657236631	668	7	11168	<>	30	60
chr8	124369555	124369574	124360000-124370000	834.0	-	0.0480668857226349	2.111212657236631	669	7	11169	<>	30	60
chr8	124368399	124368418	124360000-124370000	916.0	-	0.0480668857226349	2.111212657236631	670	7	11170	<>	30	60
chr8	121113755	121113774	121110000-121120000	818.0	-	0.0480668857226349	2.111212657236631	671	7	11171	<>	30	60
chr8	124362475	124362494	124360000-124370000	852.0	+	0.0480668857226349	2.111212657236631	672	7	11172	<>	30	60
chr8	121117530	121117549	121110000-121120000	810.0	-	0.0480668857226349	2.111212657236631	673	7	11173	<>	30	60
chr11	36044552	36044571	36040000-36050000	800.0	+	0.0480577776546557	2.111212657236631	674	7	11174	<>	30	60
chr11	36047205	36047224	36040000-36050000	844.0	-	0.0480577776546557	2.111212657236631	675	7	11175	<>	30	60
chr11	36049727	36049746	36040000-36050000	824.0	+	0.0480577776546557	2.111212657236631	676	7	11176	<>	30	60
chr11	29268043	29268062	29260000-29270000	886.0	+	0.0480577776546557	2.111212657236631	677	7	11177	<>	30	60
chr11	29880952	29880971	29880000-29890000	808.0	+	0.0480577776546557	2.111212657236631	678	7	11178	<>	30	60
chr11	36044966	36044985	36040000-36050000	829.0	+	0.0480577776546557	2.111212657236631	679	7	11179	<>	30	60
chr11	29885355	29885374	29880000-29890000	932.0	-	0.0480577776546557	2.111212657236631	680	7	11180	<>	30	60
chr11	37186317	37186336	37180000-37190000	876.0	-	0.0480577776546557	2.111212657236631	681	7	11181	<>	30	60
chr11	36045603	36045622	36040000-36050000	801.0	+	0.0480577776546557	2.111212657236631	682	7	11182	<>	30	60
chr13	21925436	21925455	21920000-21930000	816.0	+	0.0480536061043626	2.111212657236631	683	7	11183	<>	30	60
chr13	23306884	23306903	23300000-23310000	819.0	+	0.0480536061043626	2.111212657236631	684	7	11184	<>	30	60
chr13	35947528	35947547	35940000-35950000	946.0	-	0.0480536061043626	2.111212657236631	685	7	11185	<>	30	60
chr13	23308027	23308046	23300000-23310000	807.0	-	0.0480536061043626	2.111212657236631	686	7	11186	<>	30	60
chr13	21133845	21133864	21130000-21140000	830.0	-	0.0480536061043626	3.2	687	7	11187	<>	30	60
chr13	29838842	29838861	29830000-29840000	914.0	-	0.0480536061043626	2.111212657236631	688	7	11188	<>	30	60
chr13	21923222	21923241	21920000-21930000	850.0	+	0.0480536061043626	2.111212657236631	689	7	11189	<>	30	60
chr13	21136563	21136582	21130000-21140000	870.0	+	0.0480536061043626	3.2	690	7	11190	<>	30	60
chr13	29835371	29835390	29830000-29840000	840.0	-	0.0480536061043626	2.111212657236631	691	7	11191	<>	30	60
chr13	24292574	24292593	24290000-24300000	854.0	-	0.0480536061043626	2.111212657236631	692	7	11192	<>	30	60
chr13	24027661	24027680	24020000-24030000	904.0	+	0.0480536061043626	2.111212657236631	693	7	11193	<>	30	60
chr13	35940191	35940210	35940000-35950000	805.0	+	0.0480536061043626	2.111212657236631	694	7	11194	<>	30	60
chr13	29014149	29014168	29010000-29020000	848.0	-	0.0480536061043626	2.111212657236631	695	7	11195	<>	30	60
chr13	35780888	35780907	35780000-35790000	802.0	-	0.0480536061043626	2.111212657236631	696	7	11196	<>	30	60
chr13	24297426	24297445	24290000-24300000	936.0	-	0.0480536061043626	2.111212657236631	697	7	11197	<>	30	60
chr13	35784262	35784281	35780000-35790000	841.0	+	0.0480536061043626	2.111212657236631	698	7	11198	<>	30	60
chr13	29831336	29831355	29830000-29840000	815.0	+	0.0480536061043626	2.111212657236631	699	7	11199	<>	30	60
chr17	75531002	75531021	75530000-75540000	800.0	-	0.0480508156057108	2.111212657236631	700	7	11200	<>	30	60
chr17	75380303	75380322	75380000-75390000	810.0	+	0.0480508156057108	2.111212657236631	701	7	11201	<>	30	60
chr17	75536860	75536879	75530000-75540000	840.0	-	0.0480508156057108	2.111212657236631	702	7	11202	<>	30	60
chr3	119624945	119624964	119620000-119630000	802.0	-	0.0480468003138791	2.111212657236631	703	7	11203	<>	30	60
chr3	118421196	118421215	118420000-118430000	807.0	-	0.0480468003138791	2.111212657236631	704	7	11204	<>	30	60
chr3	119625532	119625551	119620000-119630000	817.0	+	0.0480468003138791	2.111212657236631	705	7	11205	<>	30	60
chr3	118425908	118425927	118420000-118430000	889.0	+	0.0480468003138791	2.111212657236631	706	7	11206	<>	30	60
chr3	118428703	118428722	118420000-118430000	917.0	+	0.0480468003138791	2.111212657236631	707	7	11207	<>	30	60
chr3	119629102	119629121	119620000-119630000	800.0	-	0.0480468003138791	2.111212657236631	708	7	11208	<>	30	60
chr9	60245108	60245127	60240000-60250000	927.0	+	0.0480142410272495	2.111212657236631	709	7	11209	<>	30	60
chr9	60240658	60240677	60240000-60250000	820.0	+	0.0480142410272495	2.111212657236631	710	7	11210	<>	30	60
chr9	60243693	60243712	60240000-60250000	898.0	+	0.0480142410272495	2.111212657236631	711	7	11211	<>	30	60
chr9	60674313	60674332	60670000-60680000	875.0	+	0.0480142410272495	2.111212657236631	712	7	11212	<>	30	60
chr9	60674191	60674210	60670000-60680000	832.0	-	0.0480142410272495	2.111212657236631	713	7	11213	<>	30	60
chr9	60679290	60679309	60670000-60680000	810.0	-	0.0480142410272495	2.111212657236631	714	7	11214	<>	30	60
chr14	61330207	61330226	61330000-61340000	817.0	+	0.0480064220414496	3.2	715	7	11215	<>	30	60
chr14	61337816	61337835	61330000-61340000	824.0	+	0.0480064220414496	3.2	716	7	11216	<>	30	60
chr14	62464493	62464512	62460000-62470000	843.0	+	0.0480064220414496	3.2	717	7	11217	<>	30	60
chr14	61331101	61331120	61330000-61340000	813.0	-	0.0480064220414496	3.2	718	7	11218	<>	30	60
chr14	61336627	61336646	61330000-61340000	806.0	-	0.0480064220414496	3.2	719	7	11219	<>	30	60
chr14	61330046	61330065	61330000-61340000	804.0	-	0.0480064220414496	3.2	720	7	11220	<>	30	60
chr14	61331476	61331495	61330000-61340000	951.0	+	0.0480064220414496	3.2	721	7	11221	<>	30	60
chr14	79621502	79621521	79620000-79630000	862.0	+	0.0479925161965516	2.111212657236631	722	7	11222	<>	30	60
chr14	79738582	79738601	79730000-79740000	805.0	-	0.0479925161965516	2.111212657236631	723	7	11223	<>	30	60
chr14	79737867	79737886	79730000-79740000	943.0	-	0.0479925161965516	2.111212657236631	724	7	11224	<>	30	60
chr2	85725946	85725965	85720000-85730000	929.0	+	0.0479419721291782	2.111212657236631	725	7	11225	<>	30	60
chr11	33170702	33170721	33170000-33180000	875.0	+	0.0479188377308542	2.111212657236631	726	7	11226	<>	30	60
chr11	33293308	33293327	33290000-33300000	802.0	+	0.0479188377308542	2.111212657236631	727	7	11227	<>	30	60
chr11	33176741	33176760	33170000-33180000	869.0	+	0.0479188377308542	2.111212657236631	728	7	11228	<>	30	60
chr11	33295621	33295640	33290000-33300000	925.0	-	0.0479188377308542	2.111212657236631	729	7	11229	<>	30	60
chr11	115277165	115277184	115270000-115280000	808.0	+	0.0478965366674467	2.111212657236631	730	7	11230	<>	30	60
chr11	115275189	115275208	115270000-115280000	800.0	+	0.0478965366674467	2.111212657236631	731	7	11231	<>	30	60
chr11	115192149	115192168	115190000-115200000	802.0	-	0.0478965366674467	2.111212657236631	732	7	11232	<>	30	60
chr11	115192475	115192494	115190000-115200000	818.0	+	0.0478965366674467	2.111212657236631	733	7	11233	<>	30	60
chr11	115198055	115198074	115190000-115200000	812.0	-	0.0478965366674467	2.111212657236631	734	7	11234	<>	30	60
chr11	115270676	115270695	115270000-115280000	921.0	-	0.0478965366674467	2.111212657236631	735	7	11235	<>	30	60
chr17	42782330	42782349	42780000-42790000	873.0	-	0.0478908872247825	2.599207668339954	736	7	11236	<>	30	60
chr15	31305432	31305451	31300000-31310000	870.0	+	0.0478693547473352	3.6758347359905126	737	7	11237	<>	30	60
chr15	31306627	31306646	31300000-31310000	812.0	-	0.0478693547473352	3.6758347359905126	738	7	11238	<>	30	60
chr15	31309696	31309715	31300000-31310000	942.0	+	0.0478693547473352	3.6758347359905126	739	7	11239	<>	30	60
chr15	31305312	31305331	31300000-31310000	808.0	+	0.0478693547473352	3.6758347359905126	740	7	11240	<>	30	60
chr15	32751460	32751479	32750000-32760000	814.0	+	0.0478693547473352	3.6758347359905126	741	7	11241	<>	30	60
chr1	9090244	9090263	9090000-9100000	809.0	+	0.0478521106399685	2.111212657236631	742	7	11242	<>	30	60
chr1	175053506	175053525	175050000-175060000	846.0	+	0.0478430010576066	2.111212657236631	743	7	11243	<>	30	60
chr1	175054384	175054403	175050000-175060000	833.0	-	0.0478430010576066	2.111212657236631	744	7	11244	<>	30	60
chr16	22267506	22267525	22260000-22270000	883.0	+	0.047824366372422	2.111212657236631	745	7	11245	<>	30	60
chr16	22265346	22265365	22260000-22270000	800.0	+	0.047824366372422	2.111212657236631	746	7	11246	<>	30	60
chr16	23100253	23100272	23100000-23110000	806.0	+	0.047824366372422	2.111212657236631	747	7	11247	<>	30	60
chr12	71768612	71768631	71760000-71770000	921.0	+	0.0478048650257566	2.111212657236631	748	7	11248	<>	30	60
chr12	71763370	71763389	71760000-71770000	877.0	-	0.0478048650257566	2.111212657236631	749	7	11249	<>	30	60
chr17	17394536	17394555	17390000-17400000	957.0	+	0.0477761517432181	2.111212657236631	750	7	11250	<>	30	60
chr17	17390803	17390822	17390000-17400000	817.0	+	0.0477761517432181	2.111212657236631	751	7	11251	<>	30	60
chr17	17393175	17393194	17390000-17400000	921.0	+	0.0477761517432181	2.111212657236631	752	7	11252	<>	30	60
chr17	17393489	17393508	17390000-17400000	809.0	+	0.0477761517432181	2.111212657236631	753	7	11253	<>	30	60
chr3	111069320	111069339	111060000-111070000	852.0	-	0.0477296738668799	2.111212657236631	754	7	11254	<>	30	60
chr3	110392145	110392164	110390000-110400000	832.0	+	0.0477296738668799	2.111212657236631	755	7	11255	<>	30	60
chr3	110394556	110394575	110390000-110400000	819.0	-	0.0477296738668799	2.111212657236631	756	7	11256	<>	30	60
chr14	57619661	57619680	57610000-57620000	900.0	-	0.0476955072718801	3.2	757	7	11257	<>	30	60
chr14	56926213	56926232	56920000-56930000	834.0	-	0.0476955072718801	3.2	758	7	11258	<>	30	60
chr14	57611260	57611279	57610000-57620000	806.0	-	0.0476955072718801	3.2	759	7	11259	<>	30	60
chr9	65603909	65603928	65600000-65610000	930.0	+	0.0476899596661596	2.111212657236631	760	7	11260	<>	30	60
chr9	57433640	57433659	57430000-57440000	816.0	+	0.0476899596661596	5.198415336679908	761	7	11261	<>	30	60
chr9	57433936	57433955	57430000-57440000	900.0	-	0.0476899596661596	5.198415336679908	762	7	11262	<>	30	60
chr9	65605624	65605643	65600000-65610000	943.0	+	0.0476899596661596	2.111212657236631	763	7	11263	<>	30	60
chr9	57433320	57433339	57430000-57440000	845.0	-	0.0476899596661596	5.198415336679908	764	7	11264	<>	30	60
chr1	181890424	181890443	181890000-181900000	824.0	-	0.0476386776249634	2.599207668339954	765	7	11265	<>	30	60
chr1	181895332	181895351	181890000-181900000	819.0	-	0.0476386776249634	2.599207668339954	766	7	11266	<>	30	60
chr1	182527703	182527722	182520000-182530000	856.0	+	0.0476386776249634	2.599207668339954	767	7	11267	<>	30	60
