chrom	start	end	boundary_span	jaspar_score	strand	FDR	DETECTION_SCALE	seq_id
chr5	144748635	144748654	144740000-144750000	838.0	+	0.0473259685436042	2.599207668339954	938
chr5	144743525	144743544	144740000-144750000	840.0	+	0.0473259685436042	2.599207668339954	939
chr5	132635128	132635147	132630000-132640000	809.0	+	0.0473259685436042	2.599207668339954	940
chr5	144037604	144037623	144030000-144040000	814.0	+	0.0473259685436042	2.599207668339954	941
chr5	144036837	144036856	144030000-144040000	811.0	+	0.0473259685436042	2.599207668339954	942
chr6	48539355	48539374	48530000-48540000	814.0	-	0.0473142366412028	2.111212657236631	943
chr6	48539547	48539566	48530000-48540000	957.0	+	0.0473142366412028	2.111212657236631	944
chr6	48530368	48530387	48530000-48540000	806.0	-	0.0473142366412028	2.111212657236631	945
chr6	48530157	48530176	48530000-48540000	806.0	-	0.0473142366412028	2.111212657236631	946
chr6	48533538	48533557	48530000-48540000	848.0	-	0.0473142366412028	2.111212657236631	947
chr6	48533976	48533995	48530000-48540000	830.0	+	0.0473142366412028	2.111212657236631	948
chr6	48536216	48536235	48530000-48540000	823.0	+	0.0473142366412028	2.111212657236631	949
chr6	48538981	48539000	48530000-48540000	830.0	-	0.0473142366412028	2.111212657236631	950
chr3	63538401	63538420	63530000-63540000	834.0	-	0.0472794920303784	3.6758347359905126	951
chr3	63535726	63535745	63530000-63540000	811.0	-	0.0472794920303784	3.6758347359905126	952
chr8	32009730	32009749	32000000-32010000	819.0	+	0.0472622284226433	2.111212657236631	953
chr8	32008880	32008899	32000000-32010000	880.0	+	0.0472622284226433	2.111212657236631	954
chr8	32009244	32009263	32000000-32010000	859.0	+	0.0472622284226433	2.111212657236631	955
chr8	31207138	31207157	31200000-31210000	827.0	-	0.0472622284226433	2.111212657236631	956
chr8	32002975	32002994	32000000-32010000	906.0	-	0.0472622284226433	2.111212657236631	957
chr8	32003714	32003733	32000000-32010000	841.0	-	0.0472622284226433	2.111212657236631	958
chr15	96966774	96966793	96960000-96970000	814.0	-	0.0472592949659774	2.111212657236631	959
chr6	40689411	40689430	40680000-40690000	938.0	-	0.0472168165191414	2.111212657236631	960
chr6	40482601	40482620	40480000-40490000	805.0	-	0.0472168165191414	2.111212657236631	961
chr2	158200957	158200976	158200000-158210000	836.0	-	0.0472109707353515	2.111212657236631	962
chr2	158206656	158206675	158200000-158210000	812.0	+	0.0472109707353515	2.111212657236631	963
chr2	158207978	158207997	158200000-158210000	844.0	+	0.0472109707353515	2.111212657236631	964
chr2	158204311	158204330	158200000-158210000	932.0	-	0.0472109707353515	2.111212657236631	965
chr2	158204808	158204827	158200000-158210000	884.0	+	0.0472109707353515	2.111212657236631	966
chr2	158059973	158059992	158050000-158060000	817.0	-	0.0472109707353515	2.111212657236631	967
chr2	158200805	158200824	158200000-158210000	816.0	+	0.0472109707353515	2.111212657236631	968
chr2	158208520	158208539	158200000-158210000	816.0	-	0.0472109707353515	2.111212657236631	969
chr1	153396833	153396852	153390000-153400000	822.0	-	0.0472082010425286	2.599207668339954	970
chr1	152904769	152904788	152900000-152910000	828.0	-	0.0472082010425286	2.599207668339954	971
chr1	152902004	152902023	152900000-152910000	802.0	+	0.0472082010425286	2.599207668339954	972
chr2	57117752	57117771	57110000-57120000	804.0	+	0.047186594157921	2.111212657236631	973
chr2	57698984	57699003	57690000-57700000	867.0	-	0.047186594157921	2.111212657236631	974
chr2	57118578	57118597	57110000-57120000	816.0	-	0.047186594157921	2.111212657236631	975
chr2	57114292	57114311	57110000-57120000	820.0	+	0.047186594157921	2.111212657236631	976
chr2	163338009	163338028	163330000-163340000	818.0	-	0.0471757907654056	2.111212657236631	977
chr2	163334810	163334829	163330000-163340000	823.0	+	0.0471757907654056	2.111212657236631	978
chr2	163338513	163338532	163330000-163340000	847.0	+	0.0471757907654056	2.111212657236631	979
chr2	163330863	163330882	163330000-163340000	919.0	-	0.0471757907654056	2.111212657236631	980
chr14	20707572	20707591	20700000-20710000	809.0	-	0.0471671551014079	2.111212657236631	981
chr14	20702946	20702965	20700000-20710000	818.0	-	0.0471671551014079	2.111212657236631	982
chr14	20701911	20701930	20700000-20710000	814.0	+	0.0471671551014079	2.111212657236631	983
chr14	20708740	20708759	20700000-20710000	827.0	+	0.0471671551014079	2.111212657236631	984
chr14	21833622	21833641	21830000-21840000	807.0	+	0.0471671551014079	2.111212657236631	985
chr14	20706173	20706192	20700000-20710000	832.0	-	0.0471671551014079	2.111212657236631	986
chr14	21830791	21830810	21830000-21840000	855.0	-	0.0471671551014079	2.111212657236631	987
chr8	83898222	83898241	83890000-83900000	877.0	+	0.0471611759227173	2.111212657236631	988
chr8	83894126	83894145	83890000-83900000	900.0	-	0.0471611759227173	2.111212657236631	989
chr8	83896066	83896085	83890000-83900000	877.0	-	0.0471611759227173	2.111212657236631	990
chr8	83778151	83778170	83770000-83780000	847.0	-	0.0471611759227173	2.111212657236631	991
chr8	51057252	51057271	51050000-51060000	848.0	-	0.0471541223317322	2.111212657236631	992
chr19	29675586	29675605	29670000-29680000	837.0	+	0.0471233421592278	2.111212657236631	993
chr19	29810448	29810467	29810000-29820000	805.0	-	0.0471233421592278	2.111212657236631	994
chr12	117405521	117405540	117400000-117410000	806.0	+	0.0471231236553794	3.2	995
chr12	117403697	117403716	117400000-117410000	888.0	+	0.0471231236553794	3.2	996
chr12	117404049	117404068	117400000-117410000	812.0	+	0.0471231236553794	3.2	997
chr16	16343488	16343507	16340000-16350000	866.0	-	0.047116935768915	3.6758347359905126	998
chr16	90267674	90267693	90260000-90270000	802.0	+	0.0471091556413695	3.6758347359905126	999
chr9	111092193	111092212	111090000-111100000	825.0	+	0.0470985509869137	2.111212657236631	1000
chr9	111093273	111093292	111090000-111100000	960.0	+	0.0470985509869137	2.111212657236631	1001
chr9	111304028	111304047	111300000-111310000	848.0	-	0.0470985509869137	2.111212657236631	1002
chr9	122196939	122196958	122190000-122200000	830.0	-	0.0470985509869137	2.111212657236631	1003
chr9	122013814	122013833	122010000-122020000	949.0	-	0.0470985509869137	2.111212657236631	1004
chr9	111091488	111091507	111090000-111100000	807.0	-	0.0470985509869137	2.111212657236631	1005
chr9	122014576	122014595	122010000-122020000	846.0	-	0.0470985509869137	2.111212657236631	1006
chr9	122016589	122016608	122010000-122020000	834.0	-	0.0470985509869137	2.111212657236631	1007
chr4	80517529	80517548	80510000-80520000	909.0	-	0.0470892993036678	2.111212657236631	1008
chr4	80765924	80765943	80760000-80770000	936.0	-	0.0470892993036678	2.111212657236631	1009
chr4	80769063	80769082	80760000-80770000	809.0	+	0.0470892993036678	2.111212657236631	1010
chr4	89566054	89566073	89560000-89570000	834.0	-	0.0470892993036678	2.599207668339954	1011
chr4	89569318	89569337	89560000-89570000	818.0	-	0.0470892993036678	2.599207668339954	1012
chr16	4976768	4976787	4970000-4980000	822.0	-	0.0470601934955897	2.599207668339954	1013
chr16	4977452	4977471	4970000-4980000	813.0	+	0.0470601934955897	2.599207668339954	1014
chr16	5149292	5149311	5140000-5150000	811.0	+	0.0470601934955897	2.599207668339954	1015
chr16	4976086	4976105	4970000-4980000	868.0	+	0.0470601934955897	2.599207668339954	1016
chr16	5147083	5147102	5140000-5150000	832.0	-	0.0470601934955897	2.599207668339954	1017
chr16	5146777	5146796	5140000-5150000	830.0	+	0.0470601934955897	2.599207668339954	1018
chr16	5145749	5145768	5140000-5150000	887.0	-	0.0470601934955897	2.599207668339954	1019
chr16	5142443	5142462	5140000-5150000	808.0	+	0.0470601934955897	2.599207668339954	1020
chr16	5145625	5145644	5140000-5150000	831.0	+	0.0470601934955897	2.599207668339954	1021
chr6	25274092	25274111	25270000-25280000	821.0	+	0.047028863850922	2.599207668339954	1022
chr6	25276408	25276427	25270000-25280000	870.0	+	0.047028863850922	2.599207668339954	1023
chr6	25278768	25278787	25270000-25280000	860.0	+	0.047028863850922	2.599207668339954	1024
chr6	25275295	25275314	25270000-25280000	861.0	-	0.047028863850922	2.599207668339954	1025
chr9	13195986	13196005	13190000-13200000	919.0	-	0.0470281693509141	1.8379173679952563	1026
chr9	9051336	9051355	9050000-9060000	819.0	+	0.0470281693509141	2.599207668339954	1027
chr12	58217283	58217302	58210000-58220000	805.0	-	0.04702615177839	2.111212657236631	1028
chr12	57553285	57553304	57550000-57560000	803.0	-	0.04702615177839	2.111212657236631	1029
chr12	57558382	57558401	57550000-57560000	808.0	-	0.04702615177839	2.111212657236631	1030
chr12	57552825	57552844	57550000-57560000	827.0	-	0.04702615177839	2.111212657236631	1031
chr12	58213428	58213447	58210000-58220000	840.0	-	0.04702615177839	2.111212657236631	1032
chr12	57551913	57551932	57550000-57560000	815.0	-	0.04702615177839	2.111212657236631	1033
chr12	57551731	57551750	57550000-57560000	814.0	-	0.04702615177839	2.111212657236631	1034
chr12	57550130	57550149	57550000-57560000	805.0	+	0.04702615177839	2.111212657236631	1035
chr12	58218987	58219006	58210000-58220000	837.0	+	0.04702615177839	2.111212657236631	1036
chr12	58211939	58211958	58210000-58220000	856.0	+	0.04702615177839	2.111212657236631	1037
chr12	58212976	58212995	58210000-58220000	821.0	-	0.04702615177839	2.111212657236631	1038
chr13	75806994	75807013	75800000-75810000	819.0	-	0.0470150324487263	2.111212657236631	1039
chr13	75801112	75801131	75800000-75810000	861.0	+	0.0470150324487263	2.111212657236631	1040
chr13	74850851	74850870	74850000-74860000	803.0	+	0.0470150324487263	2.111212657236631	1041
chr13	75806427	75806446	75800000-75810000	820.0	+	0.0470150324487263	2.111212657236631	1042
chr1	75349979	75349998	75340000-75350000	815.0	-	0.047006630844182	2.599207668339954	1043
chr1	75345363	75345382	75340000-75350000	804.0	+	0.047006630844182	2.599207668339954	1044
chr1	75585386	75585405	75580000-75590000	819.0	+	0.047006630844182	2.599207668339954	1045
chr1	75589266	75589285	75580000-75590000	823.0	+	0.047006630844182	2.599207668339954	1046
chr1	75343051	75343070	75340000-75350000	848.0	+	0.047006630844182	2.599207668339954	1047
chr1	75345097	75345116	75340000-75350000	820.0	+	0.047006630844182	2.599207668339954	1048
chr1	75345212	75345231	75340000-75350000	837.0	+	0.047006630844182	2.599207668339954	1049
chr1	75349563	75349582	75340000-75350000	802.0	-	0.047006630844182	2.599207668339954	1050
chr9	63144221	63144240	63140000-63150000	807.0	-	0.0469489567958436	2.599207668339954	1051
chr9	63144931	63144950	63140000-63150000	878.0	+	0.0469489567958436	2.599207668339954	1052
chr9	63145621	63145640	63140000-63150000	817.0	+	0.0469489567958436	2.599207668339954	1053
chr9	63142935	63142954	63140000-63150000	825.0	-	0.0469489567958436	2.599207668339954	1054
chr9	63735959	63735978	63730000-63740000	810.0	-	0.0469489567958436	2.599207668339954	1055
chr9	63737153	63737172	63730000-63740000	812.0	-	0.0469489567958436	2.599207668339954	1056
chr6	122893514	122893533	122890000-122900000	802.0	-	0.0469471164515575	2.111212657236631	1057
chr6	122892621	122892640	122890000-122900000	907.0	+	0.0469471164515575	2.111212657236631	1058
chr6	134262071	134262090	134260000-134270000	822.0	-	0.0469275792154575	2.111212657236631	1059
chr6	134385021	134385040	134380000-134390000	818.0	+	0.0469275792154575	2.111212657236631	1060
chr6	134262839	134262858	134260000-134270000	803.0	+	0.0469275792154575	2.111212657236631	1061
chr6	134269182	134269201	134260000-134270000	813.0	-	0.0469275792154575	2.111212657236631	1062
chr6	134269884	134269903	134260000-134270000	802.0	-	0.0469275792154575	2.111212657236631	1063
chr6	134263168	134263187	134260000-134270000	820.0	+	0.0469275792154575	2.111212657236631	1064
chr10	96934824	96934843	96930000-96940000	883.0	-	0.046899883400577	2.111212657236631	1065
chr10	96938103	96938122	96930000-96940000	803.0	+	0.046899883400577	2.111212657236631	1066
chr10	96213631	96213650	96210000-96220000	817.0	+	0.046899883400577	2.111212657236631	1067
chr10	103443217	103443236	103440000-103450000	936.0	+	0.046899883400577	3.2	1068
chr10	96214042	96214061	96210000-96220000	947.0	+	0.046899883400577	2.111212657236631	1069
chr17	84444232	84444251	84440000-84450000	847.0	+	0.0468387666979836	2.599207668339954	1070
chr12	112091281	112091300	112090000-112100000	856.0	-	0.0468092291384571	2.111212657236631	1071
chr12	112096727	112096746	112090000-112100000	819.0	+	0.0468092291384571	2.111212657236631	1072
chr7	68820615	68820634	68820000-68830000	821.0	+	0.0468021293105921	2.111212657236631	1073
chr7	68823409	68823428	68820000-68830000	943.0	-	0.0468021293105921	2.111212657236631	1074
chr1	54415630	54415649	54410000-54420000	800.0	-	0.0467734503595668	2.599207668339954	1075
chr1	54414983	54415002	54410000-54420000	862.0	+	0.0467734503595668	2.599207668339954	1076
chr14	85898085	85898104	85890000-85900000	889.0	-	0.0467729851343277	2.111212657236631	1077
chr14	84447161	84447180	84440000-84450000	871.0	+	0.0467729851343277	2.111212657236631	1078
chr14	84446403	84446422	84440000-84450000	809.0	-	0.0467729851343277	2.111212657236631	1079
chr14	84444732	84444751	84440000-84450000	824.0	+	0.0467729851343277	2.111212657236631	1080
chr14	84441087	84441106	84440000-84450000	857.0	+	0.0467729851343277	2.111212657236631	1081
chr14	84444466	84444485	84440000-84450000	814.0	-	0.0467729851343277	2.111212657236631	1082
chr16	68164821	68164840	68160000-68170000	891.0	+	0.0467709273431006	2.111212657236631	1083
chr5	116235412	116235431	116230000-116240000	817.0	+	0.0467655347264573	2.111212657236631	1084
chr5	116233652	116233671	116230000-116240000	835.0	-	0.0467655347264573	2.111212657236631	1085
chr5	116232906	116232925	116230000-116240000	801.0	+	0.0467655347264573	2.111212657236631	1086
chr5	116231955	116231974	116230000-116240000	887.0	+	0.0467655347264573	2.111212657236631	1087
chr5	116231532	116231551	116230000-116240000	827.0	-	0.0467655347264573	2.111212657236631	1088
chr5	116367086	116367105	116360000-116370000	812.0	-	0.0467655347264573	2.111212657236631	1089
chr5	91869610	91869629	91860000-91870000	803.0	-	0.0467602847080657	2.111212657236631	1090
chr5	91865694	91865713	91860000-91870000	800.0	+	0.0467602847080657	2.111212657236631	1091
chr5	90953261	90953280	90950000-90960000	851.0	+	0.0467602847080657	2.111212657236631	1092
chr5	91864286	91864305	91860000-91870000	837.0	-	0.0467602847080657	2.111212657236631	1093
chr5	91864150	91864169	91860000-91870000	800.0	-	0.0467602847080657	2.111212657236631	1094
chr15	15324846	15324865	15320000-15330000	834.0	-	0.0467240897481997	2.111212657236631	1095
chr15	15325069	15325088	15320000-15330000	816.0	-	0.0467240897481997	2.111212657236631	1096
chr15	15329980	15329999	15320000-15330000	936.0	+	0.0467240897481997	2.111212657236631	1097
chr1	172314680	172314699	172310000-172320000	832.0	-	0.0467237409320766	2.111212657236631	1098
chr1	172146701	172146720	172140000-172150000	811.0	+	0.0467237409320766	2.111212657236631	1099
chr1	172148498	172148517	172140000-172150000	816.0	-	0.0467237409320766	2.111212657236631	1100
chr1	172318576	172318595	172310000-172320000	904.0	+	0.0467237409320766	2.111212657236631	1101
chr1	172318771	172318790	172310000-172320000	817.0	+	0.0467237409320766	2.111212657236631	1102
chr1	172311468	172311487	172310000-172320000	852.0	-	0.0467237409320766	2.111212657236631	1103
chr1	172314344	172314363	172310000-172320000	812.0	+	0.0467237409320766	2.111212657236631	1104
chr1	172319473	172319492	172310000-172320000	832.0	-	0.0467237409320766	2.111212657236631	1105
chr1	172318687	172318706	172310000-172320000	814.0	+	0.0467237409320766	2.111212657236631	1106
chr1	172312496	172312515	172310000-172320000	803.0	-	0.0467237409320766	2.111212657236631	1107
chr9	43116606	43116625	43110000-43120000	844.0	-	0.0467201287476303	2.111212657236631	1108
chr15	99809527	99809546	99800000-99810000	840.0	+	0.0467017863205722	2.111212657236631	1109
chr12	86418043	86418062	86410000-86420000	812.0	-	0.0466887079163163	2.111212657236631	1110
chr12	74317178	74317197	74310000-74320000	890.0	-	0.0466887079163163	2.111212657236631	1111
chr12	86134317	86134336	86130000-86140000	818.0	-	0.0466887079163163	2.111212657236631	1112
chr12	75449883	75449902	75440000-75450000	835.0	-	0.0466887079163163	2.111212657236631	1113
chr12	74315613	74315632	74310000-74320000	816.0	-	0.0466887079163163	2.111212657236631	1114
chr12	86412745	86412764	86410000-86420000	819.0	-	0.0466887079163163	2.111212657236631	1115
chr12	86132964	86132983	86130000-86140000	899.0	+	0.0466887079163163	2.111212657236631	1116
chr12	86133131	86133150	86130000-86140000	824.0	-	0.0466887079163163	2.111212657236631	1117
chr12	86410324	86410343	86410000-86420000	873.0	-	0.0466887079163163	2.111212657236631	1118
chr12	75448999	75449018	75440000-75450000	832.0	+	0.0466887079163163	2.111212657236631	1119
chr16	11580094	11580113	11580000-11590000	865.0	+	0.0466829197793966	2.111212657236631	1120
chr16	11581779	11581798	11580000-11590000	804.0	-	0.0466829197793966	2.111212657236631	1121
chr16	11940665	11940684	11940000-11950000	815.0	-	0.0466829197793966	2.111212657236631	1122
chr7	143136747	143136766	143130000-143140000	818.0	+	0.0466787915366187	3.6758347359905126	1123
chr7	143750220	143750239	143750000-143760000	821.0	-	0.0466787915366187	3.6758347359905126	1124
chr7	143752719	143752738	143750000-143760000	834.0	+	0.0466787915366187	3.6758347359905126	1125
chr7	143138983	143139002	143130000-143140000	912.0	-	0.0466787915366187	3.6758347359905126	1126
chr7	143754190	143754209	143750000-143760000	926.0	-	0.0466787915366187	3.6758347359905126	1127
chr7	143755439	143755458	143750000-143760000	851.0	-	0.0466787915366187	3.6758347359905126	1128
chr7	143758218	143758237	143750000-143760000	881.0	+	0.0466787915366187	3.6758347359905126	1129
chr7	142169599	142169618	142160000-142170000	802.0	-	0.0466787915366187	2.111212657236631	1130
chr7	142160724	142160743	142160000-142170000	808.0	-	0.0466787915366187	2.111212657236631	1131
chr7	142162482	142162501	142160000-142170000	800.0	+	0.0466787915366187	2.111212657236631	1132
chr7	141687649	141687668	141680000-141690000	822.0	+	0.0466787915366187	2.111212657236631	1133
chr7	143753421	143753440	143750000-143760000	812.0	+	0.0466787915366187	3.6758347359905126	1134
chr15	18834498	18834517	18830000-18840000	812.0	+	0.0466471273233558	2.111212657236631	1135
chr15	18832477	18832496	18830000-18840000	931.0	-	0.0466471273233558	2.111212657236631	1136
chr15	65192661	65192680	65190000-65200000	811.0	-	0.0466059353126754	2.111212657236631	1137
chr15	65637681	65637700	65630000-65640000	870.0	-	0.0466059353126754	2.111212657236631	1138
chr15	65193613	65193632	65190000-65200000	800.0	+	0.0466059353126754	2.111212657236631	1139
chr15	65193846	65193865	65190000-65200000	867.0	+	0.0466059353126754	2.111212657236631	1140
chr15	65197520	65197539	65190000-65200000	869.0	-	0.0466059353126754	2.111212657236631	1141
chr10	78520811	78520830	78520000-78530000	911.0	+	0.0466031692701794	2.599207668339954	1142
chr10	78521134	78521153	78520000-78530000	827.0	+	0.0466031692701794	2.599207668339954	1143
chr15	6071499	6071518	6070000-6080000	814.0	+	0.0465590022873104	2.111212657236631	1144
chr6	96991148	96991167	96990000-97000000	815.0	-	0.0465399467244813	2.111212657236631	1145
chr6	96108020	96108039	96100000-96110000	806.0	+	0.0465399467244813	2.111212657236631	1146
chr13	16471215	16471234	16470000-16480000	827.0	+	0.0464995828087617	2.111212657236631	1147
chr13	16020632	16020651	16020000-16030000	806.0	-	0.0464995828087617	2.111212657236631	1148
chr13	16020826	16020845	16020000-16030000	918.0	+	0.0464995828087617	2.111212657236631	1149
chr13	16023418	16023437	16020000-16030000	814.0	+	0.0464995828087617	2.111212657236631	1150
chr2	148030275	148030294	148030000-148040000	826.0	-	0.0464630135323502	2.111212657236631	1151
chr2	148032654	148032673	148030000-148040000	817.0	+	0.0464630135323502	2.111212657236631	1152
chr2	148034524	148034543	148030000-148040000	862.0	-	0.0464630135323502	2.111212657236631	1153
chr2	148038940	148038959	148030000-148040000	822.0	+	0.0464630135323502	2.111212657236631	1154
chr2	148034114	148034133	148030000-148040000	806.0	-	0.0464630135323502	2.111212657236631	1155
chr2	146959741	146959760	146950000-146960000	930.0	+	0.0464630135323502	2.111212657236631	1156
chr2	146958655	146958674	146950000-146960000	814.0	-	0.0464630135323502	2.111212657236631	1157
chr2	146959434	146959453	146950000-146960000	921.0	+	0.0464630135323502	2.111212657236631	1158
chr14	56375931	56375950	56370000-56380000	904.0	+	0.0464581663204289	2.111212657236631	1159
chr14	65666299	65666318	65660000-65670000	925.0	+	0.0464581663204289	2.111212657236631	1160
chr14	65666868	65666887	65660000-65670000	818.0	+	0.0464581663204289	2.111212657236631	1161
chr14	69045665	69045684	69040000-69050000	803.0	-	0.0464581663204289	6.4	1162
chr14	65782754	65782773	65780000-65790000	808.0	-	0.0464581663204289	2.111212657236631	1163
chr14	56379019	56379038	56370000-56380000	822.0	+	0.0464581663204289	2.111212657236631	1164
chr14	56377907	56377926	56370000-56380000	834.0	+	0.0464581663204289	2.111212657236631	1165
chr14	56373489	56373508	56370000-56380000	884.0	+	0.0464581663204289	2.111212657236631	1166
chr14	56371030	56371049	56370000-56380000	852.0	+	0.0464581663204289	2.111212657236631	1167
chr14	65783571	65783590	65780000-65790000	819.0	-	0.0464581663204289	2.111212657236631	1168
chr14	65783967	65783986	65780000-65790000	801.0	+	0.0464581663204289	2.111212657236631	1169
chr14	69045013	69045032	69040000-69050000	800.0	-	0.0464581663204289	6.4	1170
chr14	65669006	65669025	65660000-65670000	817.0	-	0.0464581663204289	2.111212657236631	1171
chr14	56727582	56727601	56720000-56730000	810.0	-	0.0464581663204289	2.111212657236631	1172
chr14	65788116	65788135	65780000-65790000	810.0	+	0.0464581663204289	2.111212657236631	1173
chr4	117929161	117929180	117920000-117930000	819.0	-	0.0464173516389479	2.599207668339954	1174
chr4	117928341	117928360	117920000-117930000	961.0	+	0.0464173516389479	2.599207668339954	1175
chr4	117927168	117927187	117920000-117930000	823.0	+	0.0464173516389479	2.599207668339954	1176
chr4	117929510	117929529	117920000-117930000	812.0	-	0.0464173516389479	2.599207668339954	1177
chr5	124900047	124900066	124900000-124910000	935.0	+	0.0464091645115149	2.111212657236631	1178
chr5	124909053	124909072	124900000-124910000	825.0	+	0.0464091645115149	2.111212657236631	1179
chr5	125107350	125107369	125100000-125110000	905.0	+	0.0464091645115149	2.111212657236631	1180
chr5	125107527	125107546	125100000-125110000	929.0	-	0.0464091645115149	2.111212657236631	1181
chr5	125104099	125104118	125100000-125110000	812.0	-	0.0464091645115149	2.111212657236631	1182
chr5	125103728	125103747	125100000-125110000	810.0	-	0.0464091645115149	2.111212657236631	1183
chr5	125106451	125106470	125100000-125110000	814.0	-	0.0464091645115149	2.111212657236631	1184
chr5	125103038	125103057	125100000-125110000	809.0	+	0.0464091645115149	2.111212657236631	1185
chr5	125101808	125101827	125100000-125110000	817.0	+	0.0464091645115149	2.111212657236631	1186
chr5	125101035	125101054	125100000-125110000	842.0	+	0.0464091645115149	2.111212657236631	1187
chr5	134704311	134704330	134700000-134710000	954.0	-	0.0463987706141133	2.111212657236631	1188
chr5	134703343	134703362	134700000-134710000	805.0	-	0.0463987706141133	2.111212657236631	1189
chr5	134503008	134503027	134500000-134510000	832.0	-	0.0463987706141133	2.111212657236631	1190
chr5	134500244	134500263	134500000-134510000	888.0	+	0.0463987706141133	2.111212657236631	1191
chr5	134503339	134503358	134500000-134510000	804.0	+	0.0463987706141133	2.111212657236631	1192
chr5	134506202	134506221	134500000-134510000	804.0	+	0.0463987706141133	2.111212657236631	1193
chr5	134503164	134503183	134500000-134510000	814.0	-	0.0463987706141133	2.111212657236631	1194
chr7	98840806	98840825	98840000-98850000	814.0	-	0.0463968675354252	3.2	1195
chr7	98841920	98841939	98840000-98850000	896.0	-	0.0463968675354252	3.2	1196
chr7	99415356	99415375	99410000-99420000	800.0	-	0.0463968675354252	3.2	1197
chr7	99416235	99416254	99410000-99420000	804.0	-	0.0463968675354252	3.2	1198
chr7	99410293	99410312	99410000-99420000	862.0	+	0.0463968675354252	3.2	1199
chr7	99418993	99419012	99410000-99420000	825.0	-	0.0463968675354252	3.2	1200
chr7	99419659	99419678	99410000-99420000	857.0	+	0.0463968675354252	3.2	1201
chr7	98841465	98841484	98840000-98850000	835.0	+	0.0463968675354252	3.2	1202
chr7	99411848	99411867	99410000-99420000	816.0	+	0.0463968675354252	3.2	1203
chr5	105322726	105322745	105320000-105330000	892.0	-	0.04638231926806	2.111212657236631	1204
chr5	105324878	105324897	105320000-105330000	804.0	+	0.04638231926806	2.111212657236631	1205
chr5	104930775	104930794	104930000-104940000	849.0	+	0.04638231926806	2.111212657236631	1206
chr5	104934626	104934645	104930000-104940000	800.0	-	0.04638231926806	2.111212657236631	1207
chr1	96365842	96365861	96360000-96370000	819.0	-	0.0463688807111672	2.111212657236631	1208
chr15	59389408	59389427	59380000-59390000	911.0	+	0.0463649154007838	2.111212657236631	1209
chr15	59388832	59388851	59380000-59390000	829.0	-	0.0463649154007838	2.111212657236631	1210
chr13	110972974	110972993	110970000-110980000	805.0	-	0.0463442232494245	2.111212657236631	1211
chr13	111409793	111409812	111400000-111410000	862.0	+	0.0463442232494245	2.111212657236631	1212
chr13	111405380	111405399	111400000-111410000	800.0	+	0.0463442232494245	2.111212657236631	1213
chr13	110976888	110976907	110970000-110980000	837.0	+	0.0463442232494245	2.111212657236631	1214
chr16	87246693	87246712	87240000-87250000	830.0	-	0.0463349283798711	2.111212657236631	1215
chr16	86301300	86301319	86300000-86310000	810.0	-	0.0463349283798711	2.111212657236631	1216
chr16	87248841	87248860	87240000-87250000	947.0	-	0.0463349283798711	2.111212657236631	1217
chr1	10833239	10833258	10830000-10840000	826.0	-	0.0463251426483501	2.111212657236631	1218
chr1	11630706	11630725	11630000-11640000	821.0	-	0.0463251426483501	2.111212657236631	1219
chr1	10835834	10835853	10830000-10840000	869.0	+	0.0463251426483501	2.111212657236631	1220
chr4	40006852	40006871	40000000-40010000	847.0	+	0.0463046565680634	2.599207668339954	1221
chr4	47122284	47122303	47120000-47130000	964.0	+	0.0463046565680634	2.111212657236631	1222
chr4	53900556	53900575	53900000-53910000	817.0	+	0.0463046565680634	3.2	1223
chr4	47128176	47128195	47120000-47130000	809.0	-	0.0463046565680634	2.111212657236631	1224
chr4	39295768	39295787	39290000-39300000	820.0	-	0.0463046565680634	2.599207668339954	1225
chr4	47128690	47128709	47120000-47130000	815.0	+	0.0463046565680634	2.111212657236631	1226
chr4	53905739	53905758	53900000-53910000	812.0	+	0.0463046565680634	3.2	1227
chr4	54909965	54909984	54900000-54910000	812.0	+	0.0463046565680634	3.2	1228
chr19	38804655	38804674	38800000-38810000	859.0	+	0.0462949174647906	2.111212657236631	1229
chr19	44832499	44832518	44830000-44840000	800.0	+	0.0462949174647906	2.111212657236631	1230
chr19	38807304	38807323	38800000-38810000	850.0	-	0.0462949174647906	2.111212657236631	1231
chr19	44833207	44833226	44830000-44840000	881.0	-	0.0462949174647906	2.111212657236631	1232
chr19	44834782	44834801	44830000-44840000	832.0	-	0.0462949174647906	2.111212657236631	1233
chr19	44836549	44836568	44830000-44840000	806.0	+	0.0462949174647906	2.111212657236631	1234
chr19	44836747	44836766	44830000-44840000	888.0	-	0.0462949174647906	2.111212657236631	1235
chr19	44837658	44837677	44830000-44840000	838.0	-	0.0462949174647906	2.111212657236631	1236
chr19	44839532	44839551	44830000-44840000	804.0	+	0.0462949174647906	2.111212657236631	1237
chr19	43619547	43619566	43610000-43620000	802.0	-	0.0462949174647906	2.111212657236631	1238
chr10	122105592	122105611	122100000-122110000	892.0	+	0.0462828526402895	2.111212657236631	1239
chr10	119221377	119221396	119220000-119230000	802.0	+	0.0462828526402895	3.2	1240
chr10	120114980	120114999	120110000-120120000	818.0	+	0.0462828526402895	3.2	1241
chr10	119221793	119221812	119220000-119230000	833.0	+	0.0462828526402895	3.2	1242
chr10	122686480	122686499	122680000-122690000	801.0	-	0.0462828526402895	2.111212657236631	1243
chr5	105494419	105494438	105490000-105500000	871.0	-	0.0462736285659999	2.111212657236631	1244
