SCD_h1_m0_t0	SCD_h1_m0_t1	SCD_h1_m0_t2	SCD_h1_m0_t3	SCD_h1_m0_t4	SCD_h1_m0_t5	chrom	end	rel_disruption_end	rel_disruption_start	start	type	window_end	window_start	miss_per	ins16_min	cont_sum	raw_count
1.087	1.254	0.5938	0.521	0.6675	0.5503	chr6	138980000	647168	645120	138970000	down2	139631504	138320784	12.451694538490475	-0.0531282573938369	80270.2830708378	1617540
10.07	11.26	8.625	9.27	9.164	8.1	chr6	139670000	653312	651264	139660000	tad2	140321504	139010784	17.129677127625214	-0.3806295692920685	87227.49195788478	1619016
14.45	16.1	8.57	8.22	10.695	8.76	chr6	140090000	651264	649216	140080000	tad1	140741504	139430784	13.90475321941414	-0.1297494322061538	84876.1032862084	1928569
15.58	17.02	13.78	13.94	14.28	12.24	chr6	142350000	653312	651264	142340000	tad2	143001504	141690784	10.986476370697156	-0.4123949408531189	98870.05084645204	1737254
1.01	1.087	0.8726	0.746	0.66	0.544	chr3	5210000	618496	616448	5200000	down16	5861504	4550784	10.986476370697156	-0.368415355682373	76610.91730434321	1388963
8.086	9.375	7.992	7.363	8.36	6.76	chr6	144250000	657408	655360	144240000	tad4	144901504	143590784	4.623644882185972	-0.1610373556613922	86415.30883705932	2066388
14.984	17.44	9.75	9.37	11.97	9.48	chr6	144520000	638976	636928	144510000	down6	145171504	143860784	5.004008830827339	-0.1105606630444526	88119.65111726894	2054051
4.76	5.234	5.387	5.434	5.094	4.438	chr6	145000000	622592	620544	144990000	down14	145651504	144340784	7.270233196159122	-0.3230957984924316	112326.07959844195	2016716
15.47	16.58	13.84	13.81	13.93	11.73	chr6	146380000	671744	669696	146370000	up6	147031504	145720784	16.06154220291904	-0.2284258306026458	121824.45725632262	1945201
11.625	12.77	18.77	18.47	16.31	14.33	chr6	146800000	653312	651264	146790000	tad2	147451504	146140784	7.645277369295016	-0.0790842324495315	92195.00148437424	1921290
4.93	3.363	5.01	5.082	4.184	3.566	chr6	148180000	677888	675840	148170000	up9	148831504	147520784	10.986476370697156	-0.3421069979667663	114624.81429213836	2002144
12.28	12.29	5.15	4.58	6.39	5.383	chr6	148390000	665600	663552	148380000	up3	149041504	147730784	9.879583081593957	-0.1714600026607513	119501.92187373222	2223028
10.67	11.67	12.65	12.56	11.76	9.86	chr7	5080000	641024	638976	5070000	down5	5731504	4420784	40.71300191131934	-0.3707665205001831	97665.93822194962	1893776
15.44	15.61	13.47	13.43	13.34	11.51	chr7	13060000	663552	661504	13050000	up2	13711504	12400784	34.55726168355696	-0.5537947416305542	93999.64353946292	1525686
2.61	2.16	1.79	1.85	1.714	1.484	chr7	14390000	645120	643072	14380000	down3	15041504	13730784	58.368576846057096	-0.2868967950344085	48069.80749623448	658491
20.39	18.1	25.61	25.66	23.67	20.53	chr7	16290000	665600	663552	16280000	up3	16941504	15630784	10.986476370697156	-0.1255092471837997	107508.47737703056	2404138
12.67	12.086	15.195	14.81	14.18	12.23	chr7	16730000	675840	673792	16720000	up8	17381504	16070784	16.06154220291904	-0.1693335771560669	110784.948981634	2270144
1.221	1.0625	1.485	1.422	1.263	1.094	chr2	27540000	618496	616448	27530000	down16	28191504	26880784	1.5533744475983111	-0.3787601888179779	104868.74152894718	3104454
7.984	5.215	6.74	6.598	6.47	5.45	chr7	19130000	649216	647168	19120000	down1	19781504	18470784	17.129677127625214	0.0121507057920098	114078.17428068102	2483733
9.28	7.73	10.89	11.36	10.266	9.04	chr7	19380000	624640	622592	19370000	down13	20031504	18720784	2.3255018638213465	0.1001796126365661	98291.59811444808	2930995
14.47	10.56	13.85	14.23	13.12	11.29	chr7	19720000	641024	638976	19710000	down5	20371504	19060784	35.186515129061554	-0.1796004176139831	72016.12735055895	2366658
0.8994	0.857	0.7847	0.784	0.7188	0.605	chr7	24090000	624640	622592	24080000	down13	24741504	23430784	46.56475496734038	-0.1348512768745422	75717.62917972192	1477696
10.67	11.07	14.08	14.48	12.805	11.13	chr7	24400000	667648	665600	24390000	up4	25051504	23740784	13.90475321941414	-0.2395817041397094	94803.1997440292	2180602
10.18	9.73	17.22	17.17	14.62	12.734	chr7	25000000	634880	632832	24990000	down8	25651504	24340784	6.517864946099275	-0.177705705165863	89835.29835107159	2988539
1.29	1.071	1.172	1.112	1.04	0.876	chr7	25400000	622592	620544	25390000	down14	26051504	24740784	9.509098716034185	-0.177090898156166	96928.4777258524	2755992
26.39	18.19	25.55	26.36	22.47	19.25	chr7	25680000	638976	636928	25670000	down6	26331504	25020784	44.55121993851859	-0.2779906392097473	74242.49003483015	2091364
9.14	7.87	9.13	9.22	8.414	7.03	chr7	27170000	649216	647168	27160000	down1	27821504	26510784	26.769110343543502	-0.2968431711196899	108203.78754918271	2255096
9.11	7.504	11.78	11.664	10.54	8.984	chr7	28360000	673792	671744	28350000	up7	29011504	27700784	10.618271908925443	-0.2341593950986862	92156.59496929204	2999374
10.75	9.81	13.49	13.31	12.37	10.64	chr7	28750000	636928	634880	28740000	down7	29401504	28090784	3.0945894083269683	-0.0799093022942543	92156.5039183504	3448091
16.66	16.02	18.56	17.81	18.5	16.12	chr7	28980000	653312	651264	28970000	tad2	29631504	28320784	0.7782071596578624	-0.2343937009572982	97490.52663703154	3499733
15.59	15.12	18.66	18.39	17.69	15.5	chr7	29300000	649216	647168	29290000	down1	29951504	28640784	6.140540869175321	-0.1570945680141449	96508.4333534848	3083822
17.4	16.58	18.89	18.23	17.95	15.49	chr7	29560000	641024	638976	29550000	down5	30211504	28900784	6.517864946099275	-0.4637759327888489	89187.57754432966	3083944
9.445	7.332	8.2	8.09	7.637	6.48	chr7	30100000	651264	649216	30090000	tad1	30751504	29440784	7.645277369295016	-0.0210176520049572	94063.41464082467	3015567
13.02	13.02	20.05	19.83	17.64	15.52	chr7	30630000	675840	673792	30620000	up8	31281504	29970784	4.623644882185972	-0.1524415761232376	87161.67012505273	3005908
8.09	7.684	10.08	10.65	8.664	7.453	chr7	34140000	643072	641024	34130000	down4	34791504	33480784	20.293043633558664	-0.431684136390686	123009.011352774	1966950
7.56	7.527	4.1	3.775	4.5	3.701	chr7	34800000	651264	649216	34790000	tad1	35451504	34140784	1.1661707875927636	-0.0903966724872589	104065.46043661395	3040522
10.73	12.22	4.62	4.4	6.656	5.395	chr7	36220000	677888	675840	36210000	up9	36871504	35560784	4.623644882185972	-0.1061171069741249	103725.41008040316	2223170
11.6	12.195	5.055	4.76	6.61	5.33	chr7	36580000	665600	663552	36570000	up3	37231504	35920784	3.860637081115177	-0.1680878102779388	93493.9905510016	2263943
6.625	7.145	3.861	3.781	4.56	3.867	chr7	36990000	659456	657408	36980000	tad5	37641504	36330784	3.0945894083269683	-0.0813003033399581	108857.8106088348	2400208
3.502	3.086	3.21	3.027	3.111	2.686	chr2	103080000	620544	618496	103070000	down15	103731504	102420784	3.860637081115177	-0.5301207304000854	112547.72706097444	2269393
14.46	15.07	8.0	7.273	9.53	8.02	chr7	37930000	653312	651264	37920000	tad2	38581504	37270784	18.19097234096721	-0.1755718290805816	92430.10313675908	2123987
12.586	11.875	12.375	12.05	10.96	9.23	chr7	43580000	659456	657408	43570000	tad5	44231504	42920784	15.703977292158273	-0.1981205940246582	85244.93189471443	1639679
1.526	1.181	1.675	1.704	1.4375	1.242	chr2	29190000	618496	616448	29180000	down16	29841504	28530784	2.3255018638213465	-0.3760141134262085	101621.91129435546	3354902
11.33	10.055	16.39	16.52	14.41	12.48	chr7	44670000	641024	638976	44660000	down5	45321504	44010784	5.383612811539353	-0.1369132101535797	93476.07344908889	3039594
8.47	6.594	8.164	7.855	8.01	6.81	chr7	44980000	663552	661504	44970000	up2	45631504	44320784	1.9398181396745056	0.0193742718547582	90727.10209853442	3631211
0.8022	1.0	1.592	1.459	1.328	1.121	chr16	74430000	620544	618496	74420000	down15	75081504	73770784	9.137854382545056	-0.2771398425102234	83397.82589807434	1617532
13.19	10.97	13.016	12.92	12.84	11.04	chr7	45710000	632832	630784	45700000	down9	46361504	45050784	1.1661707875927636	-0.1429242193698883	113478.80065009269	3082438
8.92	7.418	10.55	10.95	9.34	8.24	chr7	46050000	643072	641024	46040000	down4	46701504	45390784	0.7782071596578624	-0.2707125544548034	138228.05108286595	2719316
7.445	7.484	10.125	10.53	9.055	7.83	chr7	46930000	665600	663552	46920000	up3	47581504	46270784	27.766568250819816	-0.2213197946548462	87949.58753527391	1626193
0.8833	1.009	0.8555	0.8105	0.846	0.7163	chr3	8250000	618496	616448	8240000	down16	8901504	7590784	17.129677127625214	-0.0680991634726524	112978.35798525249	1612869
9.1	10.89	4.652	4.188	6.727	5.11	chr7	50730000	661504	659456	50720000	up1	51381504	50070784	27.434842249657063	-0.1769867688417434	73473.15051092482	1364021
2.545	2.959	0.943	0.8867	1.358	1.07	chr7	53570000	669696	667648	53560000	up5	54221504	52910784	36.43590240491852	-0.1100843772292137	53790.58812681442	1008961
2.492	2.973	1.207	1.212	1.745	1.41	chr7	53910000	673792	671744	53900000	up7	54561504	53250784	32.33093563451622	-0.0879145860671997	57487.42111854124	1031729
7.742	8.13	8.5	8.24	7.785	6.418	chr7	55760000	634880	632832	55750000	down8	56411504	55100784	20.98765432098765	-0.3697782158851623	97379.00116364112	1431052
11.26	13.16	3.793	3.625	6.266	5.066	chr7	57880000	645120	643072	57870000	down3	58531504	57220784	19.59539307441226	-0.0590604096651077	80967.11046287774	1514979
0.653	0.5776	0.504	0.4636	0.437	0.3975	chr7	58530000	622592	620544	58520000	down14	59181504	57870784	32.00984918436442	-0.2328496277332306	67517.91924525402	1275726
3.402	4.227	5.215	4.77	4.63	3.875	chr7	58830000	628736	626688	58820000	down11	59481504	58170784	29.7409649312799	-0.1349603235721588	73686.26194764412	1145303
2.734	2.977	1.7295	1.592	1.97	1.682	chr7	61190000	659456	657408	61180000	tad5	61841504	60530784	43.3839091990318	-0.103409469127655	46814.98989609137	942720
9.445	10.74	11.664	12.32	10.45	9.22	chr7	62470000	626688	624640	62460000	down12	63121504	61810784	31.68800276628326	-0.5052807927131653	81607.31747794463	1111354
7.527	7.61	8.72	8.62	8.32	7.34	chr7	64400000	643072	641024	64390000	down4	65051504	63740784	13.90475321941414	-0.2159450650215149	94409.7252456647	1942245
6.293	6.754	3.37	3.113	3.652	2.992	chr7	65270000	659456	657408	65260000	tad5	65921504	64610784	8.393085811778743	-0.3012535274028778	94786.62972180254	1975915
0.707	0.6875	0.8594	0.8296	0.7954	0.709	chr7	66080000	624640	622592	66070000	down13	66731504	65420784	6.894429055093874	-0.5086740255355835	106640.39496986572	2097697
7.85	8.1	8.23	7.89	8.09	6.977	chr2	104600000	620544	618496	104590000	down15	105251504	103940784	5.762456824322014	-0.3426499962806701	119836.00979326268	2265876
16.02	17.81	17.64	16.92	17.53	14.836	chr7	68860000	630784	628736	68850000	down10	69511504	68200784	7.270233196159122	-0.2402142137289047	88635.17645528264	1839440
12.83	12.6	18.0	17.75	15.234	13.78	chr7	70380000	645120	643072	70370000	down3	71031504	69720784	6.140540869175321	-0.4714791178703308	107743.9262741412	1865112
1.184	1.078	1.194	1.135	1.077	0.936	chr18	46600000	620544	618496	46590000	down15	47251504	45940784	7.270233196159122	-0.3981657028198242	104094.2240440685	2080669
14.01	15.97	15.2	14.5	15.414	13.25	chr3	92550000	620544	618496	92540000	down15	93201504	91890784	23.73569835352948	-0.1390312612056732	81906.8155465895	1457310
5.3	6.426	7.15	6.605	6.78	5.758	chr7	74740000	677888	675840	74730000	up9	75391504	74080784	11.720605390452524	-0.0585380941629409	92120.12960153657	1877076
1.151	1.325	2.03	2.107	1.585	1.431	chr16	76920000	620544	618496	76910000	down15	77571504	76260784	11.720605390452524	-0.3270780444145202	114104.14497217273	1609389
5.406	6.492	2.26	2.303	3.54	2.8	chr7	77530000	663552	661504	77520000	up2	78181504	76870784	13.542628501077257	-0.0879139900207519	74566.10825835716	1708236
14.016	16.72	14.35	14.484	14.65	12.664	chr7	78580000	675840	673792	78570000	up8	79231504	77920784	4.242520965615252	-0.3904516100883484	109579.19082744188	2173646
12.914	12.195	16.17	15.8	15.18	13.01	chr7	79740000	649216	647168	79730000	down1	80391504	79080784	1.1661707875927636	-0.1819244027137756	96041.8037392114	3338974
10.195	9.336	11.15	10.72	10.63	9.07	chr7	80010000	645120	643072	80000000	down3	80661504	79350784	0.3894835637936079	-0.2469015419483184	94021.30450447553	3380359
13.336	12.54	14.86	15.02	14.57	12.86	chr7	80360000	677888	675840	80350000	up9	81011504	79700784	0.3894835637936079	-0.3005592226982116	95545.85705284512	3227786
15.34	14.94	21.14	20.78	19.22	16.98	chr7	81350000	655360	653312	81340000	tad3	82001504	80690784	2.7104256200388344	-0.3146550059318542	98042.9890423948	2572738
12.74	12.77	16.02	15.75	15.1	13.12	chr7	81790000	649216	647168	81780000	down1	82441504	81130784	6.894429055093874	-0.1746931970119476	103839.4728775602	2243061
11.66	12.77	16.02	15.33	13.38	11.42	chr7	82650000	659456	657408	82640000	tad5	83301504	81990784	6.517864946099275	-0.2526102662086487	112064.23122602838	1951713
4.88	5.66	6.684	6.367	5.883	5.05	chr7	82920000	677888	675840	82910000	up9	83571504	82260784	9.879583081593957	-0.2884718477725982	98115.60088557802	1982211
2.748	3.1	2.51	2.895	2.465	2.139	chr7	85420000	673792	671744	85410000	up7	86071504	84760784	29.7409649312799	-0.0705630034208297	64998.93930509078	1144725
1.225	1.309	1.188	1.073	1.223	0.967	chr7	85770000	651264	649216	85760000	tad1	86421504	85110784	26.48277282714844	-0.1457947343587875	68190.89269707953	1118672
0.5273	0.5645	0.669	0.604	0.6094	0.517	chr16	77500000	620544	618496	77490000	down15	78151504	76840784	12.81609916061542	-0.1693266928195953	91515.98704658014	1588755
6.92	8.49	8.01	7.113	7.35	6.023	chr7	88580000	632832	630784	88570000	down9	89231504	87920784	17.484202166668567	-0.1702945679426193	77087.88891766944	1533711
19.05	18.33	13.664	12.805	14.836	12.586	chr7	89910000	657408	655360	89900000	tad4	90561504	89250784	12.81609916061542	-0.2510117888450622	115647.75322760693	2077275
0.85	0.828	0.8296	0.7773	0.662	0.5933	chr16	78170000	620544	618496	78160000	down15	78821504	77510784	16.77439212065251	-0.3750494718551636	107726.29983408537	1538841
8.484	10.23	6.63	6.223	7.625	6.418	chr7	90750000	661504	659456	90740000	up1	91401504	90090784	11.353920864539518	-0.0091289300471544	94593.3993981038	1861784
0.8228	0.873	0.9985	0.9824	0.8496	0.754	chr7	92080000	622592	620544	92070000	down14	92731504	91420784	11.720605390452524	-0.4021683931350708	91747.44934374258	1730323
16.55	18.61	20.81	19.89	19.62	16.97	chr7	92570000	641024	638976	92560000	down5	93221504	91910784	13.542628501077257	-0.2339192777872085	105192.97382645028	1664422
13.95	15.195	21.83	21.94	19.05	16.75	chr7	92890000	641024	638976	92880000	down5	93541504	92230784	20.98765432098765	-0.2047435045242309	89533.8874381578	1524846
3.809	3.635	2.041	1.9	2.303	1.788	chr7	93200000	679936	677888	93190000	up10	93851504	92540784	24.753675394898337	-0.283020406961441	86990.43416158008	1475367
10.164	12.195	5.727	5.465	7.695	6.008	chr7	95880000	645120	643072	95870000	down3	96531504	95220784	8.765850081126576	-0.1012884527444839	84614.51769131245	1939444
0.8613	0.7495	1.111	1.038	0.9326	0.7837	chr7	97350000	624640	622592	97340000	down13	98001504	96690784	7.645277369295016	-0.2254050970077514	113518.80341164045	2150707
16.55	16.89	18.78	18.48	18.6	16.08	chr7	98210000	643072	641024	98200000	down4	98861504	97550784	5.383612811539353	-0.2258021831512451	92153.55798781649	2436439
10.92	11.18	17.66	17.94	15.35	13.66	chr7	98710000	679936	677888	98700000	up10	99361504	98050784	4.242520965615252	-0.2474705576896667	92273.16920698177	2486362
16.5	17.25	18.45	18.34	18.33	16.02	chr7	99150000	661504	659456	99140000	up1	99801504	98490784	1.1661707875927636	-0.2687598466873169	105233.90650419147	2519500
15.42	16.84	21.7	21.0	20.17	17.4	chr7	99910000	626688	624640	99900000	down12	100561504	99250784	1.9398181396745056	-0.2291003167629242	102737.93312969225	2615088
10.516	10.49	13.14	12.89	12.48	10.88	chr7	101310000	661504	659456	101300000	up1	101961504	100650784	2.3255018638213465	-0.3128591179847717	104154.04525610709	2996674
0.5864	0.5933	0.428	0.4155	0.384	0.3213	chr18	49660000	620544	618496	49650000	down15	50311504	49000784	7.270233196159122	-0.2501216232776642	121823.76402552395	1739027
1.303	1.104	1.028	0.957	0.9873	0.826	chr7	101910000	622592	620544	101900000	down14	102561504	101250784	1.9398181396745056	-0.2421148419380188	96134.06394444	2831701
18.58	18.6	28.08	28.8	25.02	21.88	chr7	102220000	651264	649216	102210000	tad1	102871504	101560784	3.860637081115177	-0.1542175263166427	116870.39453364685	2546810
1.41	1.725	1.556	1.498	1.566	1.331	chr7	103040000	641024	638976	103030000	down5	103691504	102380784	32.970828631031765	-0.1216533035039901	59064.28684554172	1400368
4.582	5.3	2.742	2.752	3.41	2.781	chr7	104790000	626688	624640	104780000	down12	105441504	104130784	40.71300191131934	-0.0227731000632047	56649.04143818484	1112203
2.39	2.016	1.754	1.7	1.683	1.36	chr7	105120000	655360	653312	105110000	tad3	105771504	104460784	20.293043633558664	-0.1869999319314956	78871.16623063489	1418023
10.3	11.19	8.85	8.19	9.164	7.36	chr7	105640000	679936	677888	105630000	up10	106291504	104980784	57.3562995641584	-0.1882769465446472	42133.00766345647	1103552
15.07	16.27	16.64	15.88	16.25	14.414	chr7	107570000	663552	661504	107560000	up2	108221504	106910784	20.293043633558664	-0.1677329242229461	108495.04796206443	1645312
1.232	1.211	1.688	1.6045	1.334	1.198	chr7	107820000	624640	622592	107810000	down13	108471504	107160784	18.19097234096721	-0.2474880665540695	106175.08735211892	1725849
16.9	16.11	23.83	24.19	20.77	18.16	chr7	109510000	669696	667648	109500000	up5	110161504	108850784	2.3255018638213465	-0.2764865159988403	113757.57933739424	2544783
2.416	1.766	3.1	3.291	2.494	2.24	chr5	129030000	620544	618496	129020000	down15	129681504	128370784	3.4779932286857496	-0.3427581787109375	122928.13863043068	2436088
6.46	6.816	7.21	7.043	6.766	5.797	chr7	112030000	638976	636928	112020000	down6	112681504	111370784	5.383612811539353	-0.3607366979122162	105617.5694862266	2221918
16.78	15.47	23.95	23.75	20.3	17.84	chr7	114290000	647168	645120	114280000	down2	114941504	113630784	6.894429055093874	-0.4502696394920349	105102.57474838104	2120264
10.95	13.88	14.836	14.49	14.055	11.734	chr7	114880000	655360	653312	114870000	tad3	115531504	114220784	6.894429055093874	-0.188979223370552	94933.93799049988	2001767
8.27	9.87	5.12	4.93	6.367	4.92	chr7	117380000	655360	653312	117370000	tad3	118031504	116720784	8.019561574501557	-0.2627061009407043	86363.22519171848	2039712
0.804	0.8755	0.947	0.867	0.8657	0.7266	chr18	51130000	620544	618496	51120000	down15	51781504	50470784	15.703977292158273	-0.3132040202617645	82469.8375565283	1553342
2.256	2.424	2.059	2.072	2.014	1.704	chr1	66690000	618496	616448	66680000	down16	67341504	66030784	13.90475321941414	-0.2173438370227813	102100.9957654014	1497495
12.66	12.72	17.6	17.7	15.67	14.09	chr7	118730000	669696	667648	118720000	up5	119381504	118070784	4.623644882185972	-0.3031013906002044	103883.3191940242	2257386
0.5146	0.583	0.3582	0.331	0.3616	0.3018	chr8	39710000	620544	618496	39700000	down15	40361504	39050784	22.02387059266099	-0.1376794874668121	74397.09242699576	1842208
8.445	8.35	7.293	6.7	7.21	5.883	chr7	120630000	665600	663552	120620000	up3	121281504	119970784	7.645277369295016	-0.1790113896131515	96016.33210342856	2045658
11.04	11.02	17.22	17.19	14.805	12.91	chr7	122190000	669696	667648	122180000	up5	122841504	121530784	2.3255018638213465	-0.1293636113405227	122625.10074035807	2437895
0.9863	0.961	1.05	0.985	0.902	0.788	chr18	53470000	620544	618496	53460000	down15	54121504	52810784	6.140540869175321	-0.1126456707715988	105977.16994426496	1959789
9.58	9.22	7.66	7.312	7.957	6.875	chr7	125720000	663552	661504	125710000	up2	126371504	125060784	5.004008830827339	-0.2054855227470398	118692.48622361776	2313253
11.07	10.08	11.95	11.54	11.54	9.81	chr7	126770000	641024	638976	126760000	down5	127421504	126110784	0.3894835637936079	-0.108927845954895	98212.40712383574	3558902
17.16	15.79	19.39	19.62	18.56	16.19	chr7	127250000	671744	669696	127240000	up6	127901504	126590784	3.4779932286857496	-0.1793882846832275	94594.43672276632	3524947
6.96	6.168	5.547	5.195	5.83	5.02	chr7	127600000	655360	653312	127590000	tad3	128251504	126940784	5.004008830827339	-0.0962549299001693	103695.810146278	3149104
10.734	9.07	8.01	7.81	8.26	7.035	chr7	127990000	661504	659456	127980000	up1	128641504	127330784	6.140540869175321	-0.1807180643081665	104896.69950952553	2873013
16.17	15.06	18.22	19.34	16.69	15.016	chr7	128750000	634880	632832	128740000	down8	129401504	128090784	6.894429055093874	-0.3618568181991577	149963.08105547726	2319774
13.49	15.65	11.35	10.836	12.55	10.7	chr7	129290000	677888	675840	129280000	up9	129941504	128630784	8.782577514648438	-0.0795318931341171	98327.82447345638	2173660
1.697	1.897	2.385	2.49	2.104	1.852	chr5	52110000	618496	616448	52100000	down16	52761504	51450784	1.9398181396745056	-0.543543815612793	120071.2891668292	2049788
16.03	17.38	22.42	22.23	20.47	17.73	chr7	130520000	673792	671744	130510000	up7	131171504	129860784	4.242520965615252	-0.2286778390407562	104595.16016102722	2260756
10.91	11.92	13.13	13.63	12.38	10.61	chr7	131380000	651264	649216	131370000	tad1	132031504	130720784	3.4779932286857496	-0.2827136516571045	120527.82713548516	2213557
0.8105	0.756	0.7695	0.7524	0.7583	0.6567	chr7	99910000	618496	616448	99900000	down16	100561504	99250784	1.9398181396745056	-0.2291003167629242	102737.93312969225	2615088
1.037	0.8066	1.39	1.382	1.103	0.9526	chr7	133010000	624640	622592	133000000	down13	133661504	132350784	3.860637081115177	-0.1897142231464386	111935.13865680624	2487828
11.01	11.445	10.11	9.3	10.31	8.805	chr7	133170000	675840	673792	133160000	up8	133821504	132510784	4.623644882185972	-0.2461225837469101	112739.62107900326	2475948
12.5	12.77	15.164	15.625	13.5	11.95	chr7	133640000	657408	655360	133630000	tad4	134291504	132980784	5.762456824322014	-0.5603423118591309	142774.66815723892	2203376
16.2	18.33	6.227	6.15	9.7	7.9	chr7	134950000	671744	669696	134940000	up6	135601504	134290784	3.0945894083269683	-0.1479220688343048	92717.14006274834	2148039
6.1	8.08	11.9	10.78	10.23	8.3	chr7	138400000	657408	655360	138390000	tad4	139051504	137740784	5.004008830827339	-0.2620439827442169	95322.65886965331	2303485
1.054	1.113	1.397	1.3545	1.153	1.038	chr1	69780000	618496	616448	69770000	down16	70431504	69120784	12.451694538490475	-0.4534149765968323	94815.76940621274	1624883
14.734	15.11	16.56	16.05	15.99	14.05	chr7	139900000	675840	673792	139890000	up8	140551504	139240784	4.242520965615252	-0.1084723770618438	105890.1308315002	2274771
8.61	7.863	6.08	5.64	5.57	4.613	chr7	140820000	651264	649216	140810000	tad1	141471504	140160784	12.086529948436176	-0.4217123985290527	150347.94882491848	2742455
12.52	12.73	17.77	17.95	16.4	14.484	chr7	141470000	671744	669696	141460000	up6	142121504	140810784	9.509098716034185	-0.298270583152771	104053.79730725448	3260867
0.7334	0.628	0.5894	0.5137	0.4998	0.4233	chr18	55320000	620544	618496	55310000	down15	55971504	54660784	5.383612811539353	-0.099285140633583	80425.05849691153	1995029
13.62	14.1	20.11	20.33	17.89	15.98	chr7	143480000	645120	643072	143470000	down3	144131504	142820784	4.242520965615252	-0.4299724400043487	116779.98718616537	2712836
1.37	1.483	2.207	2.291	1.951	1.714	chr7	143800000	622592	620544	143790000	down14	144451504	143140784	4.623644882185972	-0.2832421064376831	109586.3565036037	2657481
4.17	5.145	5.28	5.695	4.812	4.082	chr8	4840000	651264	649216	4830000	tad1	5491504	4180784	36.746349304059365	-0.1426440328359604	70506.46014062672	1486305
13.95	18.36	11.484	11.19	13.91	10.91	chr8	6030000	673792	671744	6020000	up7	6681504	5370784	30.71790370446368	-0.152215838432312	70184.7063575171	1356828
1.045	1.164	0.689	0.639	0.731	0.6084	chr8	7690000	653312	651264	7680000	tad2	8341504	7030784	22.75238037109375	-0.1073855459690094	64593.829862800565	1581941
14.35	17.08	15.76	14.77	15.11	13.09	chr8	9990000	667648	665600	9980000	up4	10641504	9330784	10.618271908925443	-0.2667471170425415	97025.05069209223	2126439
1.714	1.618	2.223	2.16	1.867	1.577	chr4	115720000	620544	618496	115710000	down15	116371504	115060784	28.42774034935725	-0.598695695400238	117115.7558115338	1800543
12.42	13.99	15.83	15.08	14.63	12.42	chr8	12380000	671744	669696	12370000	up6	13031504	11720784	3.4779932286857496	-0.3494051396846771	116242.02116568976	3002193
16.94	16.66	30.83	31.81	25.08	22.38	chr8	12620000	669696	667648	12610000	up5	13271504	11960784	2.3255018638213465	-0.4785564839839935	124113.25172714073	3158989
6.95	5.715	4.78	4.566	5.035	4.22	chr8	13350000	671744	669696	13340000	up6	14001504	12690784	7.270233196159122	-0.1952173113822937	105797.99989638758	2900256
1.382	1.16	1.259	1.183	1.124	0.9824	chr8	14110000	622592	620544	14100000	down14	14761504	13450784	8.019561574501557	-0.1462929248809814	103443.88000464583	2572431
1.385	1.301	1.29	1.202	1.158	1.008	chr3	19900000	618496	616448	19890000	down16	20551504	19240784	10.986476370697156	-0.35667484998703	96602.7507611584	1769841
4.508	5.83	3.088	2.893	3.75	2.883	chr8	16080000	649216	647168	16070000	down1	16731504	15420784	22.02387059266099	-0.1405932903289795	76344.96404930491	1838164
9.84	12.7	6.074	6.36	7.87	6.047	chr8	16720000	645120	643072	16710000	down3	17371504	16060784	13.90475321941414	-0.1213409006595611	78115.87544292859	2029394
2.68	1.959	2.467	2.395	2.111	1.764	chr2	39010000	618496	616448	39000000	down16	39661504	38350784	8.765850081126576	-0.2428326606750488	93432.90980082088	2091904
14.11	16.03	7.504	7.19	9.6	7.664	chr8	18440000	663552	661504	18430000	up2	19091504	17780784	11.720605390452524	-0.1588933765888214	114092.94391510496	2244566
16.23	15.664	25.12	25.27	21.97	19.47	chr8	22640000	673792	671744	22630000	up7	23291504	21980784	4.623644882185972	-0.187344342470169	91255.49468044008	2745483
5.95	6.78	4.984	4.37	4.316	3.566	chr8	24320000	673792	671744	24310000	up7	24971504	23660784	12.81609916061542	-0.2559849321842193	88459.8576226748	2389135
0.9795	1.054	2.5	2.486	1.602	1.497	chr9	74110000	620544	618496	74100000	down15	74761504	73450784	12.451694538490475	-0.2620024383068084	106229.75155829322	1870215
14.32	13.68	24.94	25.8	20.42	18.53	chr8	25250000	677888	675840	25240000	up9	25901504	24590784	10.249307479224376	-0.3590604960918426	114110.71710836362	2569060
7.6	6.93	5.09	5.004	5.605	4.832	chr8	25760000	643072	641024	25750000	down4	26411504	25100784	2.3255018638213465	-0.1621414422988891	121903.95490354934	2813508
4.56	4.527	4.49	4.203	4.18	3.459	chr8	27330000	636928	634880	27320000	down7	27981504	26670784	16.06154220291904	-0.1135776191949844	100442.60826777924	2196881
1.002	1.144	0.777	0.675	0.9023	0.738	chr8	28260000	655360	653312	28250000	tad3	28911504	27600784	17.837967237782564	-0.1558490544557571	74133.50946083844	1876292
7.21	8.76	3.87	3.824	5.484	4.277	chr8	28980000	675840	673792	28970000	up8	29631504	28320784	13.179743814811015	-0.0939111039042472	82787.06468733671	1909695
0.9614	0.858	0.7466	0.7144	0.6963	0.59	chr8	29420000	622592	620544	29410000	down14	30071504	28760784	21.67922513669923	-0.1175972148776054	68964.4361215157	1819454
1.703	2.03	1.167	1.129	1.403	1.123	chr8	30190000	679936	677888	30180000	up10	30841504	29530784	22.710881600796444	-0.1202740669250488	69417.34646206116	1832101
